"","sample","batch","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35","M36","M37","M38","M39","M40","M41","M42","M43","M44","M45","M46","M47","M48","M49","M50"
"102","S117",3,5051.54120606908,4760.15397752202,1121.3442379022,2965.98278662429,3524.04293289788,5551.59091109011,3785.91744666665,7751.16365561622,8682.61341281878,7152.5149580671,1608.98716840849,3247.34922307258,7428.88154943751,8604.13237477417,5326.31354258861,3806.83596084354,3250.53886077273,2520.78976834921,3188.10632833598,3433.13139017878,5631.28373807866,385.121860628501,5233.29089126755,7656.44758487167,2053.87678214743,2460.2801470039,1281.50552874016,3863.15865674005,3378.72265287564,4127.34872293897,4848.10783864487,2791.63653944945,4857.16563759939,2559.35531168176,9143.15949079093,4782.92183597936,2757.86135965273,3854.07721558123,498.345402227898,5721.43841016447,6185.63094437563,853.025911523801,4751.87187805259,5467.00090548971,7523.4413769678,4428.49087141271,8104.95707807562,3830.08035923873,6248.02616241122,10798.3937917478
"103","S118",3,4969.87853370651,2955.05658947233,1001.37960058852,1650.12167170681,2083.08812334855,5902.09093544068,1971.41596284924,6492.14907659621,6086.93235737749,8657.65714240472,1380.57390465307,3986.5355802706,6068.99674571382,7301.17922193924,2744.26456695756,4280.92139709834,2680.77532645353,3756.28030864524,2209.96030732761,3313.9666117198,4522.24631532016,507.020688123667,3185.57979710492,9294.40752645583,1987.18216449659,2646.42751484443,1149.49786905946,3594.66835000873,2174.14520747991,4352.46546517324,4015.36984687331,2760.28238014333,7788.53692689631,2346.6530576618,6439.55561533956,4802.48820919369,1945.66891179416,3145.97901941194,515.102121282352,3792.08017633179,3873.07376192727,932.487292748626,4959.37939658006,4242.5054951851,4465.0267788847,3107.11292001268,5477.03805209472,2343.77455206849,4290.89539056484,4641.52079881794
"104","S119",3,3122.03344893644,2820.599042754,3398.6621611777,1923.45011939599,1642.8242776622,3190.29107314248,2569.98293741477,4922.43017664385,4830.85293347719,6211.50404177975,1909.80693444007,3076.39370015956,6392.11579193082,5788.64324679933,3870.7218679829,3678.46940895155,2251.77242892435,2960.01699448813,1636.89052728103,3001.40766259197,5441.8847071683,600.421102442366,3092.12364433829,7516.39620480518,7266.24749353987,2455.26523766232,1006.31151014014,3114.90147377239,2112.8456020796,4053.38089597115,3341.91948447949,2469.89734686431,5793.55874506355,2210.54501620435,20794.003627052,5067.83977572318,1970.68532108926,2937.4894049386,534.645313815955,5098.98993463826,11713.7073927659,989.851911347579,4582.75795430849,3978.52296610422,5417.7084333078,2460.34435492468,4878.99389697146,2753.63388199328,5169.550610896,5339.55155769485
"105","S120",3,6014.07240136213,3180.05594676745,3385.46277703244,2495.34223546584,3125.41578078078,6109.57692115114,3316.75774443989,8133.92695988193,5000.27195653961,7817.05172657946,2487.1543699999,2807.49181664583,9994.17979218715,9846.50466377586,7853.22679782245,4670.0760672483,2759.13595001062,4175.98494385412,4865.82237914311,8294.33029971668,4743.49263195563,633.732707490144,4404.53625901559,7544.54347338254,5094.00906074017,5604.82928788176,1291.45469753051,4614.4459913161,3041.28138225975,4131.61867018654,6123.71042737612,3979.41450052218,8613.96842795122,2783.5591302826,18867.6852241445,10547.8582980878,3064.91751889302,3163.57177501895,559.471550257446,5440.10425622642,9273.99229693924,781.754580404373,5759.44464846308,5468.40826652374,19198.7707921649,4820.81085521497,6031.02308442335,3680.30248558089,5913.95153829872,9299.357977249
"106","S122",3,3853.45504104917,3401.64817049716,1912.93597840643,2876.31936121946,3110.00293729684,5876.17548172542,1935.18745204595,6289.3125762392,4296.30931033979,6053.33123208939,1387.10895593636,2842.62826373233,4773.37786310775,6095.87717272322,8991.43524869071,3006.84941371373,2899.128661058,2975.13123793072,4436.72184571681,7528.8431590229,4265.31082200687,366.032811986006,2375.78355134821,6173.69545847746,2982.12168566557,5416.95859509427,993.880312136114,2879.38753277934,2036.31904347336,2611.77921640285,4297.7074800866,2209.63209910338,5930.25316395509,2012.91967567837,15181.0884014704,8868.92270550032,2871.98872257996,2548.53739385522,423.99310981836,3098.64124590696,6223.79062226784,642.109457146888,3768.78971345143,4312.24814258111,9774.20527468386,3435.6223296814,5239.02734156093,2527.13068862323,4726.89912181635,6214.81062171961
"107","S123",3,3437.11896699012,1931.5992429255,1482.36872459953,2468.2961990875,1814.82129278617,4027.99827763252,2436.08275925479,5255.61823797234,4606.58825400973,5969.4331981305,1316.23816322982,2852.45148036355,9110.47281146993,6415.62909263128,2777.76407840499,3625.45909919431,1906.30907010772,3038.46575027525,1341.11430153879,3230.44654928522,4899.88306447389,405.480459740801,2529.41826325068,4154.88692824982,2574.33588985264,1762.18160856859,1127.5549281375,4752.36346915287,2077.17900467507,4032.5384420516,2763.09630484151,2749.21903398001,5171.27963370014,1984.82460911498,12547.0987847321,4296.4019932076,1519.70680621993,3879.0555780923,465.498167675519,3875.13514052021,5807.43791291891,750.372119043471,4627.55604175576,3572.73984189806,5639.97575984748,3809.05122976994,3909.09779388297,2626.70737264687,3218.11760438161,7215.1817215264
"108","S124",3,4316.34363616571,2539.76702125448,2132.36298947924,1557.78591847869,2347.03476128311,4886.03777752984,2667.26336491618,5472.39788821206,5512.88904390116,6291.02152594529,1384.3868149009,4213.46160884116,6914.91523810425,6575.37095021858,8114.24332057305,3730.47603383285,2190.36622174654,2811.59857864255,4033.69062512708,11483.2563360706,3268.84409984972,421.546675670635,3358.74279216252,5931.31762240075,2986.17505561617,5192.31098143939,1368.88797884714,4084.41531895107,1966.93994111402,3021.44975595232,3884.53399753171,2387.85502761656,5825.03813478992,2372.92589785297,9302.70495281707,7133.8287172922,2318.78892382932,2516.28227008623,427.889132799733,4028.72076141989,6034.41876885787,1326.63213953265,3270.02525159759,4565.00654629741,14209.1284646257,2707.79342123909,6475.78462582918,3508.4345244935,7194.58923276633,7366.39066743322
"109","S125",3,2958.77844355335,2874.28397348,433.196129107698,1667.29781087728,2458.76914246307,5383.59321769959,2609.33703472754,5764.75255977202,4599.1038544994,7452.02249480957,1466.16486623662,2826.18564274935,6773.65629579292,8152.18024801768,6526.192080703,4912.36159695965,2524.21292198084,2161.22573372707,4274.02379077161,8429.98492049768,4299.6360679841,436.993703208846,2937.95856880258,6452.93070070961,588.06307766298,6138.35876049833,1171.08318675808,3356.53887517501,2564.05135702041,3194.7972876219,2386.10203662835,2085.65508533074,5284.99084637857,3197.10293319777,1978.76584825433,7457.39214862767,2249.34937247228,2013.06729758464,354.51374015435,3362.51840982307,1067.3368659798,795.412911891327,3970.97342222446,3902.81633060101,9096.9020059972,4462.18355154579,4096.33098911411,2442.20950445697,5297.92907950215,5235.44215508418
"110","S126",3,3465.31892267094,1879.80863601685,2957.11004015077,2307.8448518796,2517.34413519536,6067.68586254053,3741.23563869074,6430.42678581538,7373.08406377002,9755.33408922916,1631.29927870845,3310.35165547822,8579.05345058251,7247.33164982523,3113.26117385152,3172.58922286289,3242.94088991597,2587.41544605172,3043.11211365672,2700.69103615113,3686.30267615071,346.497455419147,4476.28837364528,7778.81431166676,6987.71024762226,2240.98478649736,1206.28814157009,2897.45736782949,4288.64891235215,4039.99378318882,3077.44449928435,2488.22095992141,5019.090194609,2068.09941239433,22090.0201073775,4907.88030178707,2299.16279443466,3826.80236928102,416.9987405467,4113.37907442686,11048.5326534618,915.783436252664,5138.30049603998,5539.05360857327,4801.85609044115,3790.13407090308,6924.48521011059,3162.21572964464,5903.86498671715,8008.45848785779
"111","S127",3,3346.74122533789,2612.60280637676,1386.25161555683,2049.73346599732,2134.0971141463,4383.20301394312,1525.89975003731,4817.00251536287,4514.86685287812,6793.33532293924,1124.5487165404,2168.40697272548,8120.55709521692,5469.00046765059,7679.11208252407,3288.14791339241,2917.40407301878,2264.07942915442,4703.71006827292,5153.16364674251,4369.58701335052,527.680512634358,3051.09889606328,6457.03415871612,1556.30942583368,5207.5488202918,1076.51468415354,3213.72776426011,2150.44134185283,3799.08887485772,4190.14140640262,2709.64437698201,4041.08576355278,2619.01450199639,6537.42274626405,11027.6312965009,1884.89745514303,3648.07587190302,491.065578485553,3701.83022587288,3805.54566774756,921.774071527571,3316.93137558746,4037.94473003477,11295.3187897022,3753.61779564041,6059.4115417745,2382.23316439739,3856.59509761449,8410.96983824554
"112","S128",3,5006.01714945942,2256.499377235,1769.77928644243,2030.94270248735,2507.69464919457,5251.41022567121,2992.5293631254,4989.65548846994,6467.77681091445,7286.37200083026,1444.95619147641,3190.01045245769,7759.41313295521,7051.4709095315,10760.7626121592,4034.69683079743,2914.74731979155,3676.92404351202,5069.0218099873,7765.22815066619,3894.65803932429,517.271739430111,3033.77579447327,7890.68629469406,5006.24940866776,6085.42003363676,1177.12839609468,4819.885028549,2602.90750481136,2868.31284219234,4253.04827425364,3418.42869535392,6340.46998891637,2688.16949185035,12274.0488448102,6916.6895264625,2506.57533327383,4446.58232442733,384.006682573289,4257.51833527775,7335.06275386727,947.033537851036,4004.70484161594,4639.28043782583,11152.5508226778,4402.33557657473,5805.57581472568,3968.26106419497,5011.41266885123,7447.47254853762
"113","S130",3,3253.23380116067,2785.55536728839,893.255972055374,1739.26965131744,2869.0679008362,5152.73076059536,2802.24990955046,4720.23224920585,5225.88524613451,6006.64970539878,1572.29291116431,2254.80087286681,7298.99580204661,8083.17144202716,3568.92344062941,4264.96756520629,3049.35472070465,3240.24910147507,1507.30059154331,3642.65056847837,3169.28621601042,504.975317418515,3365.33070039465,7370.59688699942,1614.20317844703,2757.83324867604,1749.2681174386,5491.98974399894,2815.59537428381,3329.01117148157,3710.0209341881,3448.99572014432,4598.79287633984,2302.32952343675,4963.50900138301,4321.9271328646,1842.86485102303,2683.68539852275,406.378229975731,6345.69814938138,2126.06688607799,1211.26911103756,4363.41801233522,4355.26870984194,5905.06663669216,4722.52788452037,5156.83347943681,2123.19667850207,4848.98939409801,6172.36085021513
"114","S131",3,3444.46987239942,3687.09167291718,700.619498360404,1662.96482299017,3265.88111578746,5117.25993189936,2567.17280483957,6060.0333637685,7047.44443755553,7654.50497609859,1334.96618065833,3402.75173008645,8141.50538779295,9752.14815424295,8325.21008738027,4938.03058714469,3072.66224284441,2915.45272253802,4220.6183319365,7165.03921343175,4401.12345174545,516.18295346238,2795.95917182614,7190.8630069576,546.446785194021,6602.55275502836,1068.91443783243,5240.70908497039,2510.1595360177,3331.87092943632,4001.55450369951,2883.709889478,5161.05403776476,2285.26485761151,3672.00947785977,9398.57300875201,2139.1871149287,2765.91920270795,615.667023566141,5430.61034449078,1516.23000048146,1256.2691850804,4168.15052852581,4550.25855868276,11748.2098670717,4148.85734434645,6834.80856845788,3421.79172746187,5930.47080328559,8723.95181611787
"115","S132",3,4943.06406657303,3130.17657887389,2372.92306646062,1863.3743528427,3063.54690300394,5316.54213657785,3431.73820730707,5797.43528886774,7263.57266927163,8849.10957308714,1756.49382902061,4335.58800731038,7179.63762611341,6346.39265300189,4055.19710901811,4521.44300919645,2525.61790810053,2819.66190472724,1577.93469783152,4583.12419715363,3595.36281769554,474.335954810891,3849.56558298764,6225.76122078716,5593.45388255939,1998.52336696065,1316.77824198866,5230.52054564524,3626.91268841441,3231.02617609232,3553.2843319854,3295.37146392856,4143.35765598613,2474.2589294481,35098.9876830857,4253.71413858135,2674.63383726158,4003.95484132912,518.357762560764,3959.22552374487,17484.1844911944,1407.8143789486,3728.6127692288,5313.07799610468,5287.56370285716,4112.50021374279,5894.25082151777,3541.00396154235,4926.64650396639,8061.41062126363
"116","S133",3,3235.94571592733,3011.37210098086,2185.7088646647,1781.33259134483,2202.78422724813,5882.04050715958,3119.4254514543,5976.73734077923,7056.71292987117,5928.76438382614,1721.78889098254,3469.50285716276,6356.98267846098,6084.28277749308,5235.28325603224,4835.96496962087,2093.52316446892,2314.84463147914,4232.12502950326,5368.34858753752,3717.47928385276,483.23488152247,3208.08101867922,8038.5451317999,4440.20009438643,5125.4047005305,1319.92475559167,3958.23703431062,2627.18780698238,2991.90433457581,3523.79986033442,2690.9449847244,4728.9713390051,2002.83479746873,14518.9809339856,7149.42943487574,1911.35324594886,2343.51857850859,532.123813324009,3642.98889156178,6970.8621730063,994.851565761633,4426.02205001263,3265.8505071566,13643.0987099563,3715.72162680579,4268.8153237786,3344.4730689808,4316.45594619498,5097.47520643932
"117","S134",3,4155.52580879588,2311.51660468354,487.973391069153,2194.00565951086,2322.93155206156,4848.17746730162,3286.08778254618,6142.36227428786,4728.51632586036,6937.64668545344,1677.33749113522,2118.95942904291,6345.88596102767,6728.29952520648,4178.54217727229,3548.46849646182,3490.37374468296,2797.28493326436,2161.43509624249,2737.56142132216,4732.70590626091,360.90965248684,3164.10931719418,6771.97553234675,1232.08063199126,2282.62091831065,1617.71267808671,5205.89946365306,2548.94767233881,3116.76540983718,3044.43649907561,1928.7810130399,4423.05582544295,2692.35786377684,3974.42386089486,3220.02671203263,2386.71502254755,4598.96925199274,324.18998880817,2997.253833575,1705.41478738946,737.326616516748,4999.0463149941,4989.7051635105,4741.78333130909,2627.49217667483,4919.98583387414,3026.92255774569,4319.38987286665,7341.45491407261
"118","S135",3,3793.56527511155,3540.75917869913,946.505420157232,2166.99510529361,2578.7556438972,5620.19109193099,3448.86757307923,6485.84759129541,8124.01124494782,9436.13473517766,1459.53529657043,2707.61220549643,6893.06710160706,11469.6688047313,5536.62888976269,3390.18059841763,2402.91564393114,2757.33903589814,1874.78010216241,2630.44491932195,3727.5036751869,464.556021749352,3392.92374901327,5602.50764322254,1133.43398387873,2631.97222458911,1097.12055318259,4420.20762332013,3630.49168651471,4316.67168627476,4222.06575462089,3429.66645985186,4193.778702566,2891.65221239833,4797.43889561478,3557.2935713788,2163.43460773544,2845.24059281283,383.693983283451,4631.75633056389,4203.18792160813,822.098055272923,3987.4964231966,4732.60364326402,6648.64293647778,2948.90072962844,4816.73241897828,3279.69443534353,5218.04174169506,6221.96753951046
"119","S136",3,3400.52626158991,2940.31262074387,572.14901731101,2504.38607238476,2247.73492895197,4386.50775590182,4008.7407311176,5497.58339470199,7548.57075879407,7219.68471313103,1430.86267850065,3304.88051360067,7051.15095674756,6935.18452656706,9766.1687266587,4654.9029810599,1821.32549999331,2248.34161588138,4291.95510220337,5031.30776511407,4665.30457003201,363.03608757965,2122.09035644492,7912.54842978286,1325.38690042057,4698.42163485668,1418.46695592364,5073.97620837469,3309.83359689269,4014.01571016324,4521.31015938884,3150.04427373831,6429.43762071053,2235.23504475008,5397.91913661168,10083.3059330271,2237.15736016443,3091.8781416387,545.897688721334,5351.53945281347,2431.3535083812,837.825057628818,4861.44937322371,3263.36197578825,14371.2039855234,3772.43990566094,4628.22638854732,3198.99226071019,5820.82712309245,9476.7084581212
"120","S138",3,3415.81425369899,2362.93588079861,1750.9971018527,2213.30416306684,3020.1988763256,7328.92267095201,2376.7585904837,5365.22404725008,6526.02463891182,4738.79382239874,1244.85509249994,2491.21015069484,6158.2725045857,8776.24089737247,7910.25843760727,3457.49317394933,2553.31199717245,2733.05925705055,4360.69168864888,7415.19802618712,3735.48626334215,323.769224198512,3368.43388750706,5974.21800906399,4051.24738523982,4313.21705861103,1271.88121232,3330.3285786328,2811.70474548158,3553.44912762023,5881.42766049726,3281.2953591498,4106.60601000627,1527.71346277943,14124.0714986655,6355.35075614916,1800.41220433593,3286.83355715666,525.994312074523,4643.38172107214,7170.39803232853,1183.11379936592,3076.96412580914,3270.23245627922,12515.5379043836,3477.92011672875,6424.87264332682,2599.24503541866,5955.35670313036,8474.45591695289
"121","S139",3,3855.33863089412,2695.7608929548,4043.83321037657,1961.09085013397,2514.32225734051,7297.90410406554,2932.25698045966,6786.24081302572,6753.26478663735,6602.04877973382,1755.36455269183,4438.31960455195,6475.66069479172,8997.220039565,11396.403176229,3806.69496552413,4107.00068893455,2658.95334349528,5711.52330542941,8464.57245905316,4020.00792525671,510.836831850277,3048.99862246547,9709.01143405047,5792.54938740769,4150.58489540528,1499.20818714244,5350.82432962697,3751.30225743875,5226.00206763764,4374.96937175019,2602.34065586952,7321.54558649832,2931.06301431841,24674.3135914816,8697.6124924867,4332.79012532121,3317.27513902871,435.183740650336,5549.66218122873,14372.5719576463,782.939092080419,5326.66348126428,7580.73201843805,10077.802892647,3415.61512324073,6283.35469601679,3465.69522104532,4859.07350741693,8750.98509630347
"122","S140",3,4396.28952578999,2307.34402583588,1861.54714430184,2066.63109936652,2487.77496916729,5736.00912343594,2741.48632316441,6289.3938431759,5672.63164899027,5936.25064536832,1201.02641394781,3048.39836788198,5902.13264056678,6649.71764178068,7812.21842996093,3910.33585895172,3723.34656377736,3587.14830751533,4122.45384735148,8602.02746941637,3571.36733303708,434.311963452371,2928.87589900627,5492.73353895312,2915.04075192644,7129.50073020957,913.244501425712,3462.18268861377,1719.30237925093,2868.68192836856,4464.52813009984,2283.65789122353,4169.65826131181,2394.74182336369,12256.0284672314,6280.46724469481,1553.39839120365,2688.64311473346,471.636573523873,3565.74431502365,5617.41318727067,1050.12267694882,4191.40243920776,3950.45315309908,10729.2119752359,2958.89920573536,5185.2399248273,2586.68323050374,5289.28752691656,6080.79826083002
"123","S141",3,2918.9431170384,2532.66346027825,397.597267304194,2593.90032256264,2262.99186668545,4530.15454911911,2451.8501115713,5004.3580119612,4969.41913757424,6831.25500213317,1624.75200930325,2283.17106358055,4578.796565258,6285.046969648,8669.11286195079,3547.82916882364,2812.15559775937,2195.84748861167,4590.03643227516,7145.36473126704,3349.71015077866,355.635914476007,2585.15597329947,4812.02947762179,454.699240553511,5506.40239524951,1220.47963766253,4549.435905245,2274.72709237792,2525.48338255726,4892.29343565445,3065.37441975595,5024.89474954647,1938.48280736502,1740.94640730771,5951.45672357635,1558.32512971275,3355.91159278377,343.439497847106,3313.02022018987,1232.02218347134,754.095704793437,3427.94466424253,3383.29556392796,10220.6402865376,4070.95554412416,5402.07158264255,1845.67694574443,3915.62638839791,6906.68005566702
"124","S142",3,4366.23392083625,2609.64430802621,863.106529671467,1322.90614737505,2390.60480197732,5194.17010480778,2508.65916730349,6442.06941266628,6892.54903048422,6065.8750644128,1834.85466517922,2372.38594482092,6092.24049507694,6520.11851560312,4041.00581823705,3728.33260735159,3083.86931493973,3424.14967668629,1817.93295673491,2653.17145236814,3260.06758387081,533.149019428916,3415.81213636083,6076.71032570666,1723.03996988373,1642.8896914493,1348.59590114142,3992.05645432064,3250.92132064182,3471.63513524978,5433.18406744134,3829.00183744682,5260.23214658444,2054.41650929327,4966.41606777012,3935.6771446452,2419.82760185051,2863.62191516943,426.950843354844,3579.96800713032,2083.19606848328,717.782379526769,4670.66827577508,4575.03223054889,4694.68154487616,2771.76313801933,4937.8220994527,2409.0726815251,4506.67203002151,5534.44263153607
"125","S143",3,3442.64453676273,4133.74319540233,1185.93057987055,1926.17171653082,1701.94864442127,5423.96307297481,2405.71768739325,8317.67757085255,4067.37697060804,6630.11269383562,1332.14810988802,2600.74458250288,6168.02047652429,7540.72597635439,5472.81141282927,2906.66051202908,3402.27957083366,1607.91652862325,3710.97385598817,8198.19281694513,3188.16267163864,405.62482729237,2668.43206497039,6225.18766340137,1873.12767871861,5300.97480102116,1166.56711396231,3419.33461747456,2189.40659332048,2175.60988623572,3020.49811506373,2487.47923390687,5424.02366950012,2349.52354557838,5153.13689571842,7355.8392690616,1609.5635480603,2697.89405413359,405.486249698523,4545.10338059829,2811.12985698408,970.604634025756,5406.88040110035,4281.48585561491,9402.85757765405,2849.93915581464,4863.08829995498,2051.81049641818,3243.60201606007,6315.1552907989
"126","S144",3,3421.93139631304,2749.12025730698,1066.41560517314,2847.79745866533,3491.81210288626,5222.35480468691,3573.51563994698,8395.57733195122,4794.71785701186,7293.19682983553,2098.11564470125,3511.21584955032,7745.08033896884,6912.07459120799,7648.25142477177,3263.78334804464,2334.04848952637,2521.67549031613,4443.30429293109,8129.38585476116,3204.68982439662,398.016026630497,3438.17056948653,7423.64414524292,1422.49661598181,5648.78335887381,1405.85735825566,3922.53835531955,1907.56836882495,3289.16857966495,3572.09357186487,3164.57884981119,6460.64643779782,1769.87043288308,6911.7882692095,8646.51323675248,2015.81665716064,2325.27672955196,368.255386330915,4115.54703100933,2709.90864055164,818.94717629614,4704.17936153072,5537.88337645967,11323.1847505501,3140.8054473169,4689.42440528621,3096.7440565184,3548.05650885487,7885.42233035107
"127","S146",3,2787.12663615333,3181.90689188111,1780.24431537068,2522.0750460475,1903.33663159863,5875.81647352307,2265.30662766557,6812.20977609711,4383.73572490728,8951.3002049712,1689.30540073553,2744.1755451863,5492.36815174232,8929.22643273703,5574.81430171474,3661.59026306342,2839.81330879401,2540.92364417565,3462.52541744632,5228.32528824899,2920.72385417439,643.11871160941,3596.03299309147,7749.36707838724,2210.43977900251,4315.53665706419,1127.32391625445,4266.68590258366,2575.97150277842,3116.44498638113,5407.74406601705,2797.08950935028,5032.18569076307,1774.58661558328,8355.0721726417,8258.47669698323,2319.02313443587,2756.55488075614,359.030121200925,4390.82510582952,4794.9684931826,1053.49730453406,2998.08153137803,3774.22032396628,7018.0942398597,3172.4725832995,4404.13452607854,2612.74106858083,4672.93575620139,4688.0540624403
"128","S147",3,2729.48810997798,2607.32819548673,1468.40288712089,2136.62774845857,1988.69076210468,5315.05831909485,3401.72189801152,4843.12010284074,4563.73346158571,10089.8413219984,1478.55468339081,2698.44613268839,5754.30531176451,6285.58350596488,3584.68263918881,4067.29142765343,2627.02223943107,3209.87498034509,1906.19635078378,2458.6512084385,3417.12131765407,422.399925281204,2343.63016578477,7284.04020279173,3493.40554668193,2136.45057854731,1145.38318453023,3000.90589200428,2137.94222203314,3531.68613957929,2715.49627129342,2481.02487927025,5025.98077993676,2387.95689998232,7897.35089285759,3832.0421746864,2115.36402603936,2924.78035726816,345.723039241569,4237.66500525738,5070.87334322712,820.763574208173,3359.48241782266,5016.07853699112,6094.26980241246,1742.70876473218,5465.45524112593,1673.44670802618,5390.48669643267,8829.02702908348
"129","S148",3,2950.37328056274,2955.28999955822,1576.93880079999,1674.08402782196,2001.65613899834,5567.78938049432,2064.41769143068,5229.41871036136,4992.86318057688,6070.3356125811,1075.38273816808,2654.90159113178,4852.98100493646,7795.6711152261,2834.06055488133,2642.34553402225,3081.9835257911,1942.68297354969,2144.57208099271,3674.02073569516,2606.32463252672,352.881105834392,2166.98127857255,8277.30763984737,2972.25788412593,2031.06293451435,813.698196583134,3375.83552781449,2288.21503914671,2718.4413699867,3736.51670630828,3477.25829617176,5529.46750410381,2407.75536028935,9004.83828594045,4927.32069394969,1813.91631689386,2528.45497945287,534.145636344375,3416.62719633204,7047.7309299339,718.543514723034,3438.13064681685,3853.4462269016,5612.19855381664,2716.80114902495,5259.48933135644,2615.96493700396,4020.52416078135,6054.37544334574
"130","S149",3,2835.619366467,3492.14938763305,2630.24960703011,2088.70784936337,2446.02208745201,4822.0926464928,2956.53051239665,4859.31626430294,4880.30514837894,8838.80753271484,1963.03590467342,3174.77793164005,7310.78853988352,7919.79251359724,5904.24137149627,3823.4658806937,4134.97587411296,2724.75166605901,3260.06001409701,8057.62250975194,2822.66873785809,402.539559487297,3867.73872894267,5691.79881693517,3261.55837897677,6004.15403794351,1241.12509315409,4552.96837200065,1549.03723880577,2121.19832153842,3748.03649707289,2041.29676587476,4552.59651490239,1852.96264252971,9815.3941435782,8453.00005443687,2357.51734800233,2860.299163483,377.838509626254,4704.04253442198,8347.34807226475,741.326621549273,3216.00784130433,4804.86620767254,11614.4147076526,3537.54874082661,4396.90445719784,2251.49271423325,3525.92265801635,4504.62157864306
"131","S150",3,2971.09290132528,2045.47116577333,2234.72078122945,1925.51997404221,2473.14181822865,4815.15075703729,2580.23051114245,6592.5455752017,3461.1465995307,7846.98330071216,1498.19977748465,3286.78063951617,10237.5741279667,6041.93986771517,3752.87757208562,3468.003085634,1875.4596038871,2342.23150928057,5293.75047592223,7101.1213523436,3136.54050651229,412.727305297975,2344.80231853343,5787.89598953005,5022.70026480002,3935.99284782166,1071.58492625724,3421.61841957119,1702.66881191218,2921.47569219711,3336.3164155332,2867.01634473137,5712.92442611411,2034.73138060011,20179.1182506637,5482.39491406344,2682.85848933876,3438.66334278086,504.572763543458,5651.64048367379,10332.7606471622,791.598842612318,3190.28898672441,3845.76606244404,12071.0638196471,2746.70747406688,5643.96706882987,1563.89704279726,4110.9803268529,5482.22564244339
"132","S151",4,319.397360938881,2090.40934171236,688.974058068487,1098.75740919866,2301.08495206295,2612.15375853952,1704.35190391891,14174.5396930851,5627.09365357512,6461.34322388593,2318.29497129787,2354.49875105456,3410.70787587232,2386.48303986374,4066.15069808224,1965.2745107706,1697.50503877659,1566.52673279507,368.344950110087,11260.0901866902,7755.10886974309,383.199155588087,1295.10572603276,3823.78861826095,964.07859657207,1956.42851552986,778.831760299943,7226.9745270756,1653.00012109686,3459.37658404534,427.416922232734,2805.35619889052,2472.75800022946,1833.63123823522,3360.59035168948,2287.76152322311,761.416399797511,2408.67668652309,3015.37968725358,2786.53217969626,2636.04487299396,298.526877123378,3080.45503103624,2607.21697312203,4214.82850374361,2375.73239259317,29509.9807462924,1826.23014364755,4647.82900165011,4931.37484579897
"133","S152",4,339.6762686937,1731.31044007667,1557.47657573177,1932.70444783698,4208.88021183998,3594.57237614799,2228.77964772617,22774.4913305977,5395.44592164385,6516.42380730529,1562.45464748848,3046.35719745536,4662.01751528935,2735.7181259312,8522.49527372522,1978.40710979801,1822.25857560302,2049.58836244093,742.743259236066,31574.7173650512,4832.53626521719,662.623725924399,1388.71561193803,6867.21697757494,1930.16641433533,7414.37510977111,932.961392231157,7096.87129747404,2581.77506997641,3568.20205973773,529.071795035201,3534.90067786186,3005.36405732487,2391.82164177944,12352.7725296676,5650.40708015809,1162.99605956298,2768.98656119156,3777.90289675189,4365.35429803074,6833.52101612403,395.776632131182,3697.12158917285,2020.6416551103,9094.08022877645,2578.51363367892,31290.9976207123,2787.52924172287,4549.23290311471,5356.30606222104
"134","S154",4,441.519960945058,1750.75799719872,1120.74768626126,1564.41111502211,3174.35481862845,3915.00866637251,1837.55211756545,14232.5130555708,5156.49262622392,5519.28824387111,1344.40410836542,3782.52913790161,5301.24677807747,2113.17037143037,9296.80708322076,2115.03246090129,2239.73298032749,1890.19953279034,744.490199509878,17655.9556903242,6243.36320261491,263.149424952396,2407.3384896393,5164.9144500718,1508.61568404772,4474.31049942553,1041.87380991361,5295.65578693821,1916.65377229221,2922.6321675904,697.499949084282,2405.11551502808,2666.86744777085,1498.49067342714,5426.24141483356,6922.39592991119,971.635310478442,2963.21517279038,3054.36962334168,4688.37359425198,4424.92242470156,369.732897316609,2947.54192036791,2161.337893784,5828.46659316094,2040.93073382405,27685.4632963314,2059.79680684843,4102.70175265756,5873.10168021825
"135","S155",4,363.229015449511,2167.60996507987,757.63332018713,1242.19227242342,3359.11820548036,3236.60510547305,3113.89022331705,18465.8685565329,5387.12566813483,7147.55453979597,1521.65257476721,4622.63139632898,3448.75216258514,3068.50889011533,5213.52625426558,2611.228846606,1952.61275748358,2065.45748104602,487.558540954632,10373.6302842045,4503.09278907182,424.61564701326,1949.48779187678,5551.60455894003,1431.23473049604,2509.32744041088,1183.80975162691,6231.3353036639,2370.38520700761,3075.97554412225,632.970167352754,3498.85386278319,4239.28061992374,2512.68567127827,7142.96610567251,2829.12758244174,892.779073869972,3001.97709632623,2719.2740573047,2973.92039274076,4691.97919705684,484.838878486497,3118.48485066965,2824.1851294926,3550.8069584291,2352.83548739801,21676.680235799,1849.638932347,5690.24114860372,6104.47210413161
